2020-05-03 14:17:20,680 [  10455]   INFO - stubs.SerializationManagerImpl - Name storage is repaired 
2020-05-03 14:17:20,704 [  10479]   INFO - il.indexing.FileBasedIndexImpl - index version changed for 'FilenameIndex'; old = -1, new = 3 
2020-05-03 14:17:20,725 [  10500]   INFO - til.net.ssl.CertificateManager - Default SSL context initialized 
2020-05-03 14:17:20,745 [  10520]   INFO - il.indexing.FileBasedIndexImpl - index version changed for 'FrameworkDetectionIndex'; old = -1, new = 0 
2020-05-03 14:17:20,750 [  10525]   INFO - il.indexing.FileBasedIndexImpl - index version changed for 'TodoIndex'; old = -1, new = 4107 
2020-05-03 14:17:20,755 [  10530]   INFO - pl.local.NativeFileWatcherImpl - Starting file watcher: /Users/danplubell/.gradle/caches/modules-2/files-2.1/com.jetbrains.intellij.idea/ideaIC/2020.1.1/640aff4c23a001e5595ee654670d774e9efcd118/ideaIC-2020.1.1/bin/mac/fsnotifier 
2020-05-03 14:17:20,763 [  10538]   INFO - pl.local.NativeFileWatcherImpl - Native file watcher is operational. 
2020-05-03 14:17:20,765 [  10540]   INFO - il.indexing.FileBasedIndexImpl - index version changed for 'IdIndex'; old = -1, new = 4112 
2020-05-03 14:17:20,776 [  10551]   INFO - il.indexing.FileBasedIndexImpl - index version changed for 'filetypes'; old = -1, new = 2 
2020-05-03 14:17:20,782 [  10557]   INFO - il.indexing.FileBasedIndexImpl - index version changed for 'Stubs'; old = -1, new = 46 
2020-05-03 14:17:20,949 [  10724]   INFO - il.indexing.FileBasedIndexImpl - index version changed for 'Trigram.Index'; old = -1, new = 4099 
2020-05-03 14:17:20,955 [  10730]   INFO - il.indexing.FileBasedIndexImpl - index version changed for 'fileIncludes'; old = -1, new = 6 
2020-05-03 14:17:21,015 [  10790]   INFO - il.indexing.FileBasedIndexImpl - index version changed for 'DomFileIndex'; old = -1, new = -1189920956 
2020-05-03 14:17:21,019 [  10794]   INFO - il.indexing.FileBasedIndexImpl - index version changed for 'RelaxSymbolIndex'; old = -1, new = 0 
2020-05-03 14:17:21,023 [  10798]   INFO - il.indexing.FileBasedIndexImpl - index version changed for 'XmlTagNames'; old = -1, new = 1 
2020-05-03 14:17:21,027 [  10802]   INFO - il.indexing.FileBasedIndexImpl - index version changed for 'XmlNamespaces'; old = -1, new = 7 
2020-05-03 14:17:21,032 [  10807]   INFO - il.indexing.FileBasedIndexImpl - index version changed for 'html5.custom.attributes.index'; old = -1, new = 1 
2020-05-03 14:17:21,036 [  10811]   INFO - il.indexing.FileBasedIndexImpl - index version changed for 'SchemaTypeInheritance'; old = -1, new = 2 
2020-05-03 14:17:21,039 [  10814]   INFO - il.indexing.FileBasedIndexImpl - index version changed for 'json.file.root.values'; old = -1, new = 5 
2020-05-03 14:17:21,043 [  10818]   INFO - il.indexing.FileBasedIndexImpl - index version changed for 'ImageFileInfoIndex'; old = -1, new = 8 
2020-05-03 14:17:21,046 [  10821]   INFO - il.indexing.FileBasedIndexImpl - index version changed for 'XsltSymbolIndex'; old = -1, new = 0 
2020-05-03 14:17:21,051 [  10826]   INFO - il.indexing.FileBasedIndexImpl - index version changed for 'bytecodeAnalysis'; old = -1, new = 4107 
2020-05-03 14:17:21,056 [  10831]   INFO - il.indexing.FileBasedIndexImpl - index version changed for 'java.auto.module.name'; old = -1, new = 5 
2020-05-03 14:17:21,058 [  10833]   INFO - il.indexing.FileBasedIndexImpl - index version changed for 'java.source.module.name'; old = -1, new = 2 
2020-05-03 14:17:21,061 [  10836]   INFO - il.indexing.FileBasedIndexImpl - index version changed for 'java.null.method.argument'; old = -1, new = 4097 
2020-05-03 14:17:21,067 [  10842]   INFO - il.indexing.FileBasedIndexImpl - index version changed for 'java.simple.property'; old = -1, new = 3 
2020-05-03 14:17:21,070 [  10845]   INFO - il.indexing.FileBasedIndexImpl - index version changed for 'java.fun.expression'; old = -1, new = 4100 
2020-05-03 14:17:21,076 [  10851]   INFO - il.indexing.FileBasedIndexImpl - index version changed for 'java.binary.plus.expression'; old = -1, new = 4099 
2020-05-03 14:17:21,087 [  10862]   INFO - il.indexing.FileBasedIndexImpl - index version changed for 'RefQueueIndex'; old = -1, new = 0 
